test,answer,is_complete,t_wasp,t_solver,n_solver,n_paths,instructions
_build/array-fpi/ss2f.wat,False,False,0.06,0.0,0,1,136468
_build/array-fpi/ss3f.wat,False,False,0.09,0.0,0,1,187092
_build/array-fpi/ss1f.wat,False,False,0.08,0.0,0,1,222802
_build/array-fpi/ssinaf.wat,False,False,0.15,0.0,0,1,395610
_build/array-fpi/ss4f.wat,False,False,0.16,0.0,0,1,414162
_build/array-fpi/sqm-iff.wat,False,False,0.14,0.0,0,1,348290
_build/array-fpi/sqmf.wat,False,False,0.12,0.0,0,1,325554
_build/array-fpi/sina5f.wat,False,False,0.29,0.0,0,1,905098
_build/array-fpi/sina4f.wat,False,False,0.11,0.0,0,1,306226
_build/array-fpi/ssina.wat,True,False,895.14,0.203592,1,2,1132800226
_build/array-fpi/ss4.wat,True,False,895.19,0.107418,1,2,1340410253
_build/array-fpi/ss2.wat,True,False,895.2,0.203407,1,2,1072804106
_build/array-fpi/ss3.wat,True,False,895.21,0.10027,1,2,1265036862
_build/array-fpi/ss1.wat,True,False,895.21,0.149506,1,2,1371111607
_build/array-fpi/sina2f.wat,False,False,0.03,0.0,0,1,18112
_build/array-fpi/sqm-if.wat,True,False,895.2,0.586231,9,10,1251650446
_build/array-fpi/sqm.wat,True,False,895.21,0.639427,9,10,1348061629
_build/array-fpi/sina3f.wat,False,False,0.18,0.0,0,1,427590
_build/array-fpi/sina5.wat,True,False,895.15,0.054679,2,3,1156111943
_build/array-fpi/s5iff.wat,False,False,0.03,0.0,0,1,51578
_build/array-fpi/sina1f.wat,False,False,0.1,0.0,0,1,240704
_build/array-fpi/s5liff.wat,False,False,0.06,0.0,0,1,166472
_build/array-fpi/sina4.wat,True,False,895.11,0.214129,2,3,1219950378
_build/array-fpi/s4liff.wat,False,False,0.04,0.0,0,1,101524
_build/array-fpi/s4iff.wat,False,False,0.05,0.0,0,1,117582
_build/array-fpi/s52iff.wat,False,False,0.12,0.0,0,1,319564
_build/array-fpi/s42iff.wat,False,False,0.07,0.0,0,1,201996
_build/array-fpi/sina3.wat,True,False,895.1,0.068458,2,3,1244200987
_build/array-fpi/s3liff.wat,False,False,0.07,0.0,0,1,203942
_build/array-fpi/s5lif.wat,Crash,False,391.78,0.0,0,0,0
_build/array-fpi/s3iff.wat,False,False,0.08,0.0,0,1,185862
_build/array-fpi/s52if.wat,Crash,False,421.0,0.0,0,0,0
_build/array-fpi/s32iff.wat,False,False,0.03,0.0,0,1,30988
_build/array-fpi/sina2.wat,True,False,895.12,0.128054,2,3,1417458709
_build/array-fpi/sina1.wat,True,False,895.14,0.04615,2,3,1622567221
_build/array-fpi/s2liff.wat,False,False,0.06,0.0,0,1,86536
_build/array-fpi/s2iff.wat,False,False,0.08,0.0,0,1,233658
_build/array-fpi/s4lif.wat,True,False,895.18,0.046309,2,3,1420723826
_build/array-fpi/s5if.wat,True,False,895.24,0.056559,2,3,1613227803
_build/array-fpi/s4if.wat,True,False,895.21,0.058529,2,3,1634748838
_build/array-fpi/s22iff.wat,False,False,0.07,0.0,0,1,164588
_build/array-fpi/s42if.wat,True,False,895.15,0.056441,2,3,1348297275
_build/array-fpi/s3lif.wat,True,False,895.12,0.069398,2,3,1430958606
_build/array-fpi/s1iff.wat,False,False,0.07,0.0,0,1,215450
_build/array-fpi/s1liff.wat,False,False,0.11,0.0,0,1,301364
_build/array-fpi/s12iff.wat,False,False,0.1,0.0,0,1,330252
_build/array-fpi/s3if.wat,True,False,895.13,0.074846,2,3,1642029602
_build/array-fpi/res2of.wat,False,False,0.06,0.0,0,1,122964
_build/array-fpi/res2f.wat,False,False,0.19,0.0,0,1,507630
_build/array-fpi/s32if.wat,True,False,895.1,0.083422,2,3,1362881809
_build/array-fpi/s2lif.wat,True,False,895.1,0.046004,2,3,1421466812
_build/array-fpi/res1of.wat,False,False,0.13,0.0,0,1,321824
_build/array-fpi/res1f.wat,False,False,0.08,0.0,0,1,204120
_build/array-fpi/s2if.wat,True,False,895.14,0.112205,2,3,1623187190
_build/array-fpi/s22if.wat,True,False,895.12,0.05686,2,3,1389313094
_build/array-fpi/s1lif.wat,True,False,895.14,0.1231,2,3,1428767965
_build/array-fpi/s1if.wat,True,False,895.16,0.066706,2,3,1654104521
_build/array-fpi/s12if.wat,True,False,895.15,0.076807,2,3,1380014561
_build/array-fpi/res2.wat,True,False,895.13,0.062984,3,4,1147300904
_build/array-fpi/pcompf.wat,False,False,0.31,0.0,0,1,850518
_build/array-fpi/res2o.wat,True,False,895.11,0.226196,5,6,1090841816
_build/array-fpi/nsqmf.wat,False,False,0.08,0.0,0,1,220208
_build/array-fpi/nsqm-iff.wat,False,False,0.21,0.0,0,1,694531
_build/array-fpi/ms5f.wat,False,False,0.08,0.0,0,1,203084
_build/array-fpi/ms4f.wat,False,False,0.04,0.0,0,1,62796
_build/array-fpi/ncompf.wat,False,False,0.25,0.0,0,1,691606
_build/array-fpi/ms3f.wat,False,False,0.04,0.0,0,1,49644
_build/array-fpi/res1.wat,True,False,895.12,0.15014,4,5,1377771656
_build/array-fpi/ms2f.wat,False,False,0.08,0.0,0,1,204620
_build/array-fpi/ms1.wat,Crash,False,293.35,0.0,0,0,0
_build/array-fpi/ms1f.wat,False,False,0.07,0.0,0,1,139070
_build/array-fpi/res1o.wat,True,False,895.1,0.175847,4,5,1355778909
_build/array-fpi/pcomp.wat,True,False,895.09,0.649537,5,6,1144793150
_build/array-fpi/ms5.wat,Crash,False,616.73,0.0,0,0,0
_build/array-fpi/modpf.wat,False,False,0.03,0.0,0,1,5876
