test,answer,is_complete,t_wasp,t_solver,n_solver,n_paths,instructions
_build/termination-recursive-malloc/rec_malloc_ex7B.wat,True,False,904.89,0.0,0,1,234588
_build/termination-recursive-malloc/rec_malloc_ex8.wat,True,False,906.87,0.0,0,1,133284
_build/termination-recursive-malloc/rec_malloc_ex5.wat,True,False,907.95,0.0,0,1,1175371
_build/termination-recursive-malloc/rec_malloc_ex6.wat,True,False,916.63,0.0,0,1,154057
_build/termination-recursive-malloc/rec_malloc_ex9.wat,True,False,925.65,0.070682,2,3,178366
_build/termination-recursive-malloc/rec_malloc_ex7.wat,True,False,939.39,0.0,0,1,234588
_build/termination-recursive-malloc/rec_strlen_malloc.wat,True,False,1143.28,0.0,0,1,9104
_build/termination-recursive-malloc/rec_strcopy_malloc.wat,True,False,1146.89,0.0,0,1,9113
_build/termination-recursive-malloc/rec_strcopy_malloc2.wat,True,False,1153.79,0.220657,4,5,31096
_build/termination-recursive-malloc/selectionSort_recursive.wat,True,False,1159.96,0.0,0,1,8057
_build/termination-recursive-malloc/rec_malloc_ex5B.wat,True,False,906.34,0.0,0,1,391798
_build/termination-recursive-malloc/rec_malloc_ex4.wat,True,False,916.52,0.0,0,1,287935
_build/termination-recursive-malloc/rec_malloc_ex3.wat,True,False,918.81,0.0,0,1,7258345
_build/termination-recursive-malloc/rec_malloc_ex1.wat,True,False,914.4,0.0,0,1,162633
_build/termination-recursive-malloc/rec_malloc_ex2.wat,True,False,923.64,0.0,0,1,163675
_build/termination-recursive-malloc/rec_malloc_ex11.wat,True,False,911.41,0.0,0,1,168314
_build/termination-recursive-malloc/mutual_simple.wat,Crash,False,246.38,0.0,0,0,0
_build/termination-recursive-malloc/rec_malloc_ex11D.wat,True,False,921.79,0.0,0,1,167117
_build/termination-recursive-malloc/rec_malloc_ex11C.wat,True,False,920.62,0.0,0,1,167117
_build/termination-recursive-malloc/rec_malloc_ex11B.wat,True,False,914.17,0.0,0,1,162795
_build/termination-recursive-malloc/rec_malloc_ex10.wat,True,False,926.26,0.0,0,1,282559
_build/termination-recursive-malloc/chunk3.wat,Crash,False,289.38,0.0,0,0,0
_build/termination-recursive-malloc/chunk1.wat,Crash,False,271.29,0.0,0,0,0
_build/termination-recursive-malloc/mutual_simple2.wat,True,False,922.55,0.0,0,1,151996
_build/termination-recursive-malloc/chunk2.wat,True,False,984.98,0.0,0,1,126001
_build/termination-recursive-malloc/mergeSort.wat,True,False,1138.28,0.0,0,1,8057
_build/termination-recursive-malloc/insertionSort_recursive.wat,True,False,1138.38,0.0,0,1,8057
_build/forester-heap/sll-token-1.wat,True,False,941.99,0.0,0,1,74751
_build/forester-heap/sll-sorted-2.wat,True,False,947.45,0.0,0,1,76541
_build/forester-heap/sll-token-2.wat,True,False,968.7,0.0,0,1,74751
_build/forester-heap/sll-sorted-1.wat,True,False,948.82,0.0,0,1,76541
_build/forester-heap/sll-simple-white-blue-2.wat,True,False,947.4,0.0,0,1,74219
_build/forester-heap/sll-simple-white-blue-1.wat,True,False,946.0,0.0,0,1,74219
_build/forester-heap/sll-circular-2.wat,False,False,0.04,0.0,0,1,20913
_build/forester-heap/sll-reverse_simple.wat,True,False,958.11,0.0,0,1,74219
_build/forester-heap/sll-rb-sentinel-2.wat,True,False,953.21,0.0,0,1,73965
_build/forester-heap/sll-rb-sentinel-1.wat,True,False,958.08,0.0,0,1,73965
_build/forester-heap/sll-rb-cnstr_1-2.wat,True,False,944.82,0.0,0,1,75129
_build/forester-heap/sll-optional-2.wat,True,False,895.99,0.0,0,1,112101
_build/forester-heap/sll-queue-2.wat,True,False,943.39,0.0,0,1,79259
_build/forester-heap/sll-queue-1.wat,True,False,938.83,0.0,0,1,79259
_build/forester-heap/sll-rb-cnstr_1-1.wat,True,False,971.05,3.832685,2,3,99357
_build/forester-heap/sll-optional-1.wat,True,False,992.44,0.0,0,1,112704
_build/forester-heap/sll-circular-1.wat,True,False,895.44,132.436654,10,11,1825551644
_build/forester-heap/dll-simple-white-blue-2.wat,Crash,False,215.82,0.0,0,0,0
